"","ID","Filial","Cidade","Tipo de consumidor","Gênero","Linha de produto","Preço Unitário","Quantidade","Imposto","Total","Data","Hora","Pagamento","Porcentagem de renda","Avaliação"
"671","588-47-8641","A","Yangon","Membro","Masculino","Acessórios de moda",297.5724,10,148.7862,3003.744,"1/14/2019","19:30","Carteira eletrônica",28.02,4.4
"672","642-61-4706","B","Mandalay","Membro","Masculino","Acessórios de moda",495.954,2,49.5954,1001.248,"3/30/2019","16:34","Dinheiro",9.34,5.5
"673","576-31-4774","B","Mandalay","Normal","Feminino","Saúde e beleza",389.8071,3,584.71065,1279.5363,"03/02/2019","13:10","Carteira eletrônica",110.115,4
"674","556-41-6224","C","Naypyitaw","Normal","Masculino","Saúde e beleza",178.6284,8,71.45136,1442.4832,"2/15/2019","17:10","Cartão de crédito",13.456,9.3
"675","811-03-8790","A","Yangon","Normal","Feminino","Acessórios eletrônicos",241.4988,10,120.7494,2437.728,"03/01/2019","10:22","Cartão de crédito",22.74,4.8
"676","242-11-3142","B","Mandalay","Membro","Masculino","Acessórios de moda",444.8187,2,44.48187,898.0144,"2/24/2019","19:57","Dinheiro",8.377,4.6
"677","752-23-3760","B","Mandalay","Membro","Feminino","Viagens e sports",340.2648,7,119.09268,2404.2816,"2/19/2019","19:29","Cartão de crédito",22.428,7.3
"678","274-05-5470","A","Yangon","Membro","Feminino","Acessórios de moda",390.1257,4,78.02514,1575.1968,"2/23/2019","18:30","Dinheiro",14.694,6
"679","648-94-3045","C","Naypyitaw","Normal","Masculino","Saúde e beleza",313.0245,10,156.51225,3159.72,"02/07/2019","14:27","Carteira eletrônica",29.475,8.1
"680","130-67-4723","A","Yangon","Membro","Masculino","Acessórios de moda",257.535,6,77.2605,1559.76,"01/11/2019","13:57","Carteira eletrônica",14.55,9.4
"681","528-87-5606","B","Mandalay","Membro","Feminino","Acessórios eletrônicos",209.6388,1,10.48194,211.6128,"02/12/2019","19:43","Dinheiro",1.974,6.5
"682","320-85-2052","B","Mandalay","Normal","Feminino","Viagens e sports",184.8411,1,92.42055,202.2461,"1/14/2019","10:11","Cartão de crédito",17.405,7
"683","370-96-0655","C","Naypyitaw","Normal","Feminino","Acessórios de moda",261.8892,6,78.56676,1586.1312,"01/09/2019","13:46","Carteira eletrônica",14.796,7.1
"684","105-10-6182","A","Yangon","Membro","Masculino","Acessórios de moda",114.0588,2,11.40588,230.2656,"2/27/2019","12:22","Carteira eletrônica",2.148,6.6
"685","510-79-0415","B","Mandalay","Membro","Feminino","Viagens e sports",122.5548,6,36.76644,742.2528,"1/24/2019","19:20","Carteira eletrônica",6.924,4.9
"686","241-96-5076","B","Mandalay","Membro","Feminino","Lar e estilo de vida",260.721,2,26.0721,526.352,"01/08/2019","12:58","Cartão de crédito",4.91,6.4
"687","767-97-4650","B","Mandalay","Membro","Feminino","Viagens e sports",344.2473,2,34.42473,694.9776,"01/08/2019","11:59","Cartão de crédito",6.483,8
"688","648-83-1321","A","Yangon","Membro","Masculino","Lar e estilo de vida",337.5036,10,168.7518,3406.816,"1/16/2019","17:59","Dinheiro",31.78,4.3
"689","173-57-2300","C","Naypyitaw","Membro","Masculino","Viagens e sports",386.9928,2,38.69928,781.2736,"3/13/2019","12:51","Dinheiro",7.288,6.1
"690","305-03-2383","A","Yangon","Normal","Feminino","Acessórios de moda",356.301,3,53.44515,1078.968,"2/15/2019","10:36","Dinheiro",10.065,7.5
"691","394-55-6384","C","Naypyitaw","Membro","Feminino","Viagens e sports",372.7089,9,1677.19005,3670.2351,"1/25/2019","13:38","Dinheiro",315.855,6.7
"692","266-20-6657","C","Naypyitaw","Membro","Masculino","Acessórios de moda",292.2624,7,102.29184,2065.1008,"03/12/2019","19:39","Carteira eletrônica",19.264,5.2
"693","689-05-1884","A","Yangon","Membro","Masculino","Saúde e beleza",258.2253,10,129.11265,2606.568,"03/04/2019","12:44","Dinheiro",24.315,8.8
"694","196-01-2849","C","Naypyitaw","Membro","Feminino","Acessórios de moda",389.6478,7,136.37673,2753.2176,"02/10/2019","13:56","Dinheiro",25.683,9.5
"695","372-62-5264","C","Naypyitaw","Normal","Feminino","Acessórios de moda",279.306,9,125.6877,2537.424,"1/16/2019","14:42","Dinheiro",23.67,7.6
"696","800-09-8606","A","Yangon","Membro","Feminino","Lar e estilo de vida",463.9347,5,1159.83675,2538.0985,"1/29/2019","19:45","Dinheiro",218.425,6.6
"697","182-52-7000","A","Yangon","Membro","Feminino","Viagens e sports",143.5824,4,28.71648,579.7376,"01/01/2019","20:26","Carteira eletrônica",5.408,6.9
"698","826-58-8051","B","Mandalay","Normal","Masculino","Lar e estilo de vida",330.2289,4,66.04578,1333.3536,"01/06/2019","19:46","Carteira eletrônica",12.438,4.3
"699","868-06-0466","A","Yangon","Membro","Masculino","Acessórios eletrônicos",369.4698,9,166.26141,3356.5392,"2/19/2019","19:38","Cartão de crédito",31.311,7.8
"700","751-41-9720","C","Naypyitaw","Normal","Masculino","Lar e estilo de vida",517.725,10,258.8625,5226,"01/12/2019","16:18","Carteira eletrônica",48.75,8
"701","626-43-7888","C","Naypyitaw","Normal","Feminino","Acessórios de moda",320.7771,8,128.31084,2590.3808,"02/07/2019","12:23","Carteira eletrônica",24.164,9.6
"702","176-64-7711","B","Mandalay","Normal","Masculino","Acessórios de moda",171.6192,3,25.74288,519.7056,"3/27/2019","19:11","Cartão de crédito",4.848,4.3
"703","191-29-0321","B","Mandalay","Membro","Feminino","Acessórios de moda",104.9787,10,52.48935,1059.672,"2/27/2019","18:57","Cartão de crédito",9.885,5
"704","729-06-2010","B","Mandalay","Membro","Masculino","Saúde e beleza",427.2957,9,1922.83065,4207.7763,"01/06/2019","11:18","Dinheiro",362.115,9.2
"705","640-48-5028","B","Mandalay","Membro","Feminino","Lar e estilo de vida",469.3509,9,2112.07905,4621.9131,"03/02/2019","12:40","Dinheiro",397.755,6.3
"706","186-79-9562","B","Mandalay","Normal","Masculino","Saúde e beleza",381.0987,7,1333.84545,2918.8859,"3/29/2019","14:06","Dinheiro",251.195,8.9
"707","834-45-5519","B","Mandalay","Normal","Feminino","Acessórios eletrônicos",228.33,4,45.666,921.92,"1/31/2019","20:48","Carteira eletrônica",8.6,7.6
"708","162-65-8559","C","Naypyitaw","Membro","Masculino","Acessórios de moda",366.2838,1,18.31419,369.7328,"1/21/2019","20:13","Dinheiro",3.449,4.8
"709","760-27-5490","C","Naypyitaw","Normal","Masculino","Acessórios de moda",82.9422,8,33.17688,669.7856,"1/20/2019","20:37","Carteira eletrônica",6.248,9.1
"710","445-30-9252","A","Yangon","Normal","Masculino","Viagens e sports",136.467,3,20.47005,413.256,"1/17/2019","17:59","Carteira eletrônica",3.855,6.1
"711","786-94-2700","A","Yangon","Membro","Masculino","Acessórios de moda",428.0922,6,128.42766,2592.7392,"2/28/2019","20:18","Dinheiro",24.186,9.1
"712","728-88-7867","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",401.0643,4,80.21286,1619.3632,"3/19/2019","15:52","Carteira eletrônica",15.106,8.3
"713","183-21-3799","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",412.2153,9,1854.96885,4059.2727,"2/19/2019","15:14","Carteira eletrônica",349.335,7.2
"714","268-20-3585","C","Naypyitaw","Normal","Feminino","Saúde e beleza",73.5435,9,330.94575,724.2165,"02/04/2019","12:50","Carteira eletrônica",62.325,6
"715","735-32-9839","C","Naypyitaw","Membro","Masculino","Acessórios de moda",524.097,8,209.6388,4232.256,"1/31/2019","10:36","Carteira eletrônica",39.48,8.5
"716","258-92-7466","A","Yangon","Normal","Feminino","Saúde e beleza",189.4608,5,47.3652,956.224,"02/06/2019","18:33","Cartão de crédito",8.92,6.6
"717","857-16-3520","A","Yangon","Membro","Feminino","Acessórios de moda",379.4526,7,132.80841,2681.1792,"3/28/2019","16:06","Carteira eletrônica",25.011,4.5
"718","482-17-1179","A","Yangon","Membro","Masculino","Acessórios eletrônicos",63.4014,3,9.51021,191.9952,"1/19/2019","12:47","Cartão de crédito",1.791,8.1
"719","788-21-5741","A","Yangon","Normal","Masculino","Acessórios de moda",240.9678,3,36.14517,729.7104,"2/17/2019","13:34","Cartão de crédito",6.807,7.2
"720","821-14-9046","B","Mandalay","Membro","Feminino","Acessórios de moda",92.8188,6,27.84564,562.1568,"1/18/2019","15:04","Cartão de crédito",5.244,6.1
"721","418-05-0656","B","Mandalay","Normal","Feminino","Acessórios de moda",135.7236,7,47.50326,959.0112,"02/02/2019","20:42","Dinheiro",8.946,7.1
"722","678-79-0726","C","Naypyitaw","Membro","Feminino","Viagens e sports",481.2453,9,2165.60385,4739.0427,"1/18/2019","15:28","Dinheiro",407.835,5.1
"723","776-68-1096","B","Mandalay","Normal","Masculino","Lar e estilo de vida",234.2772,3,35.14158,709.4496,"3/18/2019","13:45","Cartão de crédito",6.618,7.9
"724","592-46-1692","C","Naypyitaw","Membro","Feminino","Acessórios de moda",195.2487,7,683.37045,1495.4359,"01/11/2019","20:10","Dinheiro",128.695,7.4
"725","434-35-9162","B","Mandalay","Membro","Masculino","Acessórios de moda",123.9354,4,24.78708,500.4096,"02/04/2019","18:53","Carteira eletrônica",4.668,7.4
"726","149-14-0304","C","Naypyitaw","Membro","Feminino","Saúde e beleza",151.335,8,60.534,1222.08,"02/06/2019","14:24","Dinheiro",11.4,6.6
"727","442-44-6497","C","Naypyitaw","Membro","Masculino","Lar e estilo de vida",295.0767,3,442.61505,968.5851,"01/08/2019","11:42","Cartão de crédito",83.355,5.9
"728","174-64-0215","B","Mandalay","Normal","Masculino","Viagens e sports",370.3194,10,185.1597,3738.064,"03/05/2019","17:49","Cartão de crédito",34.87,8.9
"729","210-74-9613","C","Naypyitaw","Normal","Masculino","Acessórios de moda",516.4506,4,103.29012,2085.2544,"3/16/2019","15:33","Carteira eletrônica",19.452,6.8
"730","299-29-0180","B","Mandalay","Membro","Feminino","Lar e estilo de vida",277.0758,7,96.97653,1957.7936,"03/09/2019","10:54","Dinheiro",18.263,9.3
"731","247-11-2470","A","Yangon","Membro","Feminino","Acessórios de moda",118.5192,4,23.70384,478.5408,"03/01/2019","16:23","Cartão de crédito",4.464,4.4
"732","635-28-5728","A","Yangon","Normal","Masculino","Saúde e beleza",297.36,3,44.604,900.48,"2/28/2019","19:33","Carteira eletrônica",8.4,4.8
"733","756-49-0168","A","Yangon","Membro","Masculino","Acessórios de moda",104.607,1,5.23035,105.592,"02/08/2019","11:39","Carteira eletrônica",0.985,9.5
"734","438-23-1242","B","Mandalay","Normal","Masculino","Acessórios eletrônicos",402.9228,7,141.02298,2847.0176,"1/24/2019","10:38","Carteira eletrônica",26.558,8.9
"735","238-45-6950","B","Mandalay","Membro","Masculino","Acessórios de moda",285.2532,1,14.26266,287.9392,"03/01/2019","20:03","Carteira eletrônica",2.686,6.4
"736","607-65-2441","C","Naypyitaw","Membro","Masculino","Saúde e beleza",435.1545,10,217.57725,4392.52,"03/10/2019","12:39","Cartão de crédito",40.975,6
"737","386-27-7606","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",431.172,7,150.9102,3046.624,"3/23/2019","15:59","Cartão de crédito",28.42,8.1
"738","137-63-5492","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",312.0156,10,156.0078,3149.536,"1/29/2019","14:26","Carteira eletrônica",29.38,9
"739","197-77-7132","B","Mandalay","Membro","Masculino","Acessórios eletrônicos",486.1836,8,194.47344,3926.0928,"01/12/2019","18:22","Carteira eletrônica",36.624,6
"740","805-86-0265","A","Yangon","Normal","Masculino","Lar e estilo de vida",498.9276,9,224.51742,4532.6304,"3/20/2019","11:32","Dinheiro",42.282,9.8
"741","733-29-1227","C","Naypyitaw","Normal","Masculino","Lar e estilo de vida",295.2891,7,1033.51185,2261.6587,"3/23/2019","12:41","Dinheiro",194.635,8.5
"742","451-73-2711","C","Naypyitaw","Normal","Masculino","Acessórios de moda",450.4473,1,225.22365,492.8623,"1/14/2019","15:20","Carteira eletrônica",42.415,8.8
"743","373-14-0504","A","Yangon","Membro","Feminino","Viagens e sports",380.3553,2,38.03553,767.8736,"02/12/2019","14:33","Carteira eletrônica",7.163,8.8
"744","546-80-2899","A","Yangon","Membro","Masculino","Lar e estilo de vida",200.1339,2,20.01339,404.0368,"2/20/2019","15:29","Carteira eletrônica",3.769,9.5
"745","345-68-9016","C","Naypyitaw","Membro","Feminino","Viagens e sports",168.1677,8,67.26708,1358.0096,"01/02/2019","16:19","Cartão de crédito",12.668,5.6
"746","390-17-5806","C","Naypyitaw","Membro","Feminino","Acessórios de moda",204.0102,1,10.20051,205.9312,"02/02/2019","16:33","Dinheiro",1.921,8.6
"747","457-13-1708","B","Mandalay","Membro","Masculino","Acessórios de moda",346.3713,10,173.18565,3496.328,"01/08/2019","19:07","Cartão de crédito",32.615,5.2
"748","664-14-2882","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",55.9143,5,139.78575,305.8965,"1/30/2019","14:43","Cartão de crédito",26.325,5.8
"749","487-79-6868","B","Mandalay","Membro","Feminino","Lar e estilo de vida",65.2599,9,293.66955,642.6441,"3/26/2019","19:28","Cartão de crédito",55.305,8
"750","314-23-4520","C","Naypyitaw","Membro","Masculino","Saúde e beleza",431.3313,7,1509.65955,3303.6241,"1/15/2019","20:44","Dinheiro",284.305,9
"751","210-30-7976","B","Mandalay","Membro","Feminino","Acessórios de moda",118.5192,4,23.70384,478.5408,"3/14/2019","11:16","Carteira eletrônica",4.464,4.1
"752","585-86-8361","A","Yangon","Normal","Feminino","Acessórios de moda",144.8568,5,36.2142,731.104,"02/03/2019","10:31","Cartão de crédito",6.82,8.6
"753","807-14-7833","A","Yangon","Membro","Feminino","Acessórios eletrônicos",92.5002,10,46.2501,933.712,"2/22/2019","12:30","Carteira eletrônica",8.71,7
"754","775-72-1988","B","Mandalay","Normal","Masculino","Lar e estilo de vida",389.1168,5,97.2792,1963.904,"1/24/2019","15:05","Carteira eletrônica",18.32,8.4
"755","288-38-3758","C","Naypyitaw","Membro","Feminino","Acessórios de moda",450.6597,3,675.98955,1479.2841,"1/25/2019","18:30","Carteira eletrônica",127.305,7.4
"756","652-43-6591","A","Yangon","Normal","Feminino","Acessórios de moda",516.6099,8,206.64396,4171.7952,"03/09/2019","13:18","Cartão de crédito",38.916,6.2
"757","785-96-0615","B","Mandalay","Membro","Feminino","Acessórios eletrônicos",189.7794,8,75.91176,1532.5312,"2/17/2019","15:28","Carteira eletrônica",14.296,4.9
"758","406-46-7107","A","Yangon","Normal","Feminino","Lar e estilo de vida",512.5212,6,153.75636,3104.0832,"01/11/2019","11:52","Dinheiro",28.956,4.5
"759","250-17-5703","A","Yangon","Membro","Masculino","Acessórios de moda",100.0935,10,50.04675,1010.36,"2/27/2019","18:24","Carteira eletrônica",9.425,5.6
"760","156-95-3964","A","Yangon","Normal","Feminino","Acessórios de moda",294.1209,4,58.82418,1187.5616,"3/25/2019","15:19","Carteira eletrônica",11.078,8
"761","842-40-8179","B","Mandalay","Membro","Feminino","Acessórios de moda",409.932,10,204.966,4137.92,"02/11/2019","10:38","Cartão de crédito",38.6,5.6
"762","525-09-8450","B","Mandalay","Normal","Masculino","Acessórios eletrônicos",383.0103,10,191.50515,3866.168,"1/31/2019","15:12","Cartão de crédito",36.065,4.2
"763","410-67-1709","A","Yangon","Membro","Feminino","Acessórios de moda",339.2028,8,135.68112,2739.1744,"1/20/2019","17:48","Carteira eletrônica",25.552,9.9
"764","587-73-4862","A","Yangon","Membro","Feminino","Saúde e beleza",56.7639,5,141.90975,310.5445,"3/26/2019","11:07","Carteira eletrônica",26.725,7.6
"765","787-87-2010","A","Yangon","Membro","Masculino","Saúde e beleza",294.705,4,58.941,1189.92,"1/20/2019","15:48","Cartão de crédito",11.1,6.6
"766","593-14-4239","B","Mandalay","Normal","Feminino","Lar e estilo de vida",506.8926,8,202.75704,4093.3248,"03/05/2019","19:40","Carteira eletrônica",38.184,4.7
"767","801-88-0346","C","Naypyitaw","Normal","Feminino","Acessórios de moda",403.8786,3,60.58179,1223.0448,"01/05/2019","20:30","Cartão de crédito",11.409,9.8
"768","388-76-2555","B","Mandalay","Normal","Masculino","Viagens e sports",72.6939,6,21.80817,440.2704,"2/13/2019","13:59","Dinheiro",4.107,6.3
"769","711-31-1234","B","Mandalay","Normal","Feminino","Acessórios eletrônicos",507.8484,4,101.56968,2050.5216,"3/16/2019","18:51","Dinheiro",19.128,7.9
"770","886-54-6089","A","Yangon","Normal","Feminino","Lar e estilo de vida",60.6933,6,18.20799,367.5888,"1/15/2019","17:24","Dinheiro",3.429,7.7
"771","707-32-7409","B","Mandalay","Membro","Feminino","Viagens e sports",507.3174,4,101.46348,2048.3776,"2/26/2019","11:58","Carteira eletrônica",19.108,4.5
"772","759-98-4285","C","Naypyitaw","Membro","Feminino","Saúde e beleza",455.9697,7,1595.89395,3492.3329,"2/27/2019","19:01","Cartão de crédito",300.545,8
"773","201-63-8275","C","Naypyitaw","Membro","Feminino","Viagens e sports",361.0269,7,1263.59415,2765.1533,"2/17/2019","16:50","Carteira eletrônica",237.965,5.7
"774","471-06-8611","C","Naypyitaw","Normal","Feminino","Acessórios de moda",278.3502,1,13.91751,280.9712,"02/06/2019","10:22","Cartão de crédito",2.621,6.3
"775","200-16-5952","C","Naypyitaw","Membro","Masculino","Acessórios de moda",348.6015,2,34.86015,703.768,"1/17/2019","16:46","Dinheiro",6.565,6
"776","120-54-2248","B","Mandalay","Normal","Feminino","Acessórios de moda",153.2466,5,38.31165,773.448,"1/22/2019","18:08","Cartão de crédito",7.215,8
"777","102-77-2261","C","Naypyitaw","Membro","Masculino","Saúde e beleza",346.7961,7,1213.78635,2656.1577,"03/05/2019","18:02","Cartão de crédito",228.585,4.2
"778","875-31-8302","B","Mandalay","Normal","Masculino","Viagens e sports",495.8478,1,24.79239,500.5168,"01/03/2019","13:07","Dinheiro",4.669,9.6
"779","102-06-2002","C","Naypyitaw","Membro","Masculino","Viagens e sports",134.0775,5,335.19375,733.5125,"3/20/2019","17:52","Dinheiro",63.125,6.1
"780","457-94-0464","B","Mandalay","Membro","Masculino","Acessórios eletrônicos",466.5897,9,2099.65365,4594.7223,"1/31/2019","20:32","Carteira eletrônica",395.415,5.6
"781","629-42-4133","C","Naypyitaw","Normal","Masculino","Saúde e beleza",115.758,8,46.3032,934.784,"2/19/2019","19:24","Dinheiro",8.72,8.3
"782","534-53-3526","A","Yangon","Normal","Feminino","Viagens e sports",503.1756,4,100.63512,2031.6544,"02/11/2019","16:06","Carteira eletrônica",18.952,7.8
"783","307-04-2070","A","Yangon","Membro","Feminino","Acessórios de moda",162.5922,1,8.12961,164.1232,"02/05/2019","14:14","Cartão de crédito",1.531,4.1
"784","468-99-7231","C","Naypyitaw","Normal","Feminino","Lar e estilo de vida",233.6931,8,93.47724,1887.1488,"03/03/2019","17:36","Dinheiro",17.604,8.8
"785","516-77-6464","C","Naypyitaw","Membro","Feminino","Saúde e beleza",53.9496,5,13.4874,272.288,"2/24/2019","13:08","Carteira eletrônica",2.54,4.1
"786","404-91-5964","A","Yangon","Normal","Masculino","Acessórios eletrônicos",396.0198,7,138.60693,2798.2416,"02/04/2019","16:09","Cartão de crédito",26.103,9
"787","886-77-9084","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",381.7359,8,152.69436,3082.6432,"2/19/2019","11:33","Carteira eletrônica",28.756,5.5
"788","790-38-4466","C","Naypyitaw","Normal","Feminino","Saúde e beleza",58.3569,5,145.89225,319.2595,"1/23/2019","10:18","Cartão de crédito",27.475,9.3
"789","704-10-4056","C","Naypyitaw","Membro","Masculino","Saúde e beleza",321.0957,3,481.64355,1053.9921,"1/14/2019","10:55","Cartão de crédito",90.705,5.6
"790","497-37-6538","A","Yangon","Normal","Masculino","Viagens e sports",312.8121,7,1094.84235,2395.8697,"1/17/2019","15:15","Carteira eletrônica",206.185,9.7
"791","651-96-5970","A","Yangon","Normal","Masculino","Acessórios de moda",246.4371,1,123.21855,269.6421,"03/03/2019","20:06","Cartão de crédito",23.205,4
"792","400-80-4065","C","Naypyitaw","Membro","Masculino","Saúde e beleza",364.0005,4,72.8001,1469.712,"2/15/2019","20:21","Cartão de crédito",13.71,9.2
"793","744-16-7898","B","Mandalay","Normal","Feminino","Lar e estilo de vida",517.0347,10,258.51735,5219.032,"1/15/2019","13:48","Cartão de crédito",48.685,4.9
"794","263-12-5321","A","Yangon","Membro","Masculino","Acessórios eletrônicos",491.706,7,172.0971,3474.352,"2/27/2019","12:52","Cartão de crédito",32.41,9.3
"795","702-72-0487","A","Yangon","Normal","Feminino","Acessórios eletrônicos",247.4991,2,24.74991,499.6592,"2/26/2019","12:28","Cartão de crédito",4.661,6.6
"796","605-83-1050","B","Mandalay","Normal","Masculino","Acessórios de moda",144.3258,2,14.43258,291.3696,"3/15/2019","16:26","Carteira eletrônica",2.718,4.3
"797","443-60-9639","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",323.2197,1,161.60985,353.6547,"1/24/2019","13:24","Dinheiro",30.435,5.5
"798","864-24-7918","A","Yangon","Membro","Feminino","Viagens e sports",130.0419,10,65.02095,1312.664,"2/22/2019","15:15","Dinheiro",12.245,8.1
"799","359-94-5395","B","Mandalay","Normal","Masculino","Saúde e beleza",492.6618,1,24.63309,497.3008,"3/15/2019","10:50","Cartão de crédito",4.639,9.8
"800","401-09-4232","C","Naypyitaw","Membro","Masculino","Lar e estilo de vida",460.3239,5,1150.80975,2518.3445,"02/11/2019","18:38","Carteira eletrônica",216.725,9.4
"801","751-15-6198","B","Mandalay","Normal","Masculino","Viagens e sports",122.1831,6,36.65493,740.0016,"01/12/2019","16:45","Carteira eletrônica",6.903,7.9
"802","324-41-6833","C","Naypyitaw","Membro","Feminino","Acessórios eletrônicos",160.362,8,64.1448,1294.976,"03/03/2019","19:30","Carteira eletrônica",12.08,5.1
"803","474-33-8305","C","Naypyitaw","Membro","Masculino","Acessórios de moda",357.8409,7,1252.44315,2740.7513,"3/23/2019","13:23","Carteira eletrônica",235.865,6.9
"804","759-29-9521","A","Yangon","Membro","Feminino","Acessórios de moda",259.9776,9,116.98992,2361.8304,"03/04/2019","11:27","Dinheiro",22.032,8
"805","831-81-6575","B","Mandalay","Membro","Feminino","Acessórios eletrônicos",401.3829,9,1806.22305,3952.6011,"2/23/2019","11:12","Dinheiro",340.155,8
"806","220-68-6701","A","Yangon","Normal","Feminino","Lar e estilo de vida",411.3657,4,82.27314,1660.9568,"3/17/2019","16:36","Dinheiro",15.494,4.2
"807","618-34-8551","A","Yangon","Normal","Feminino","Viagens e sports",494.7858,2,49.47858,998.8896,"1/16/2019","18:41","Cartão de crédito",9.318,8.5
"808","257-60-7754","A","Yangon","Normal","Feminino","Acessórios eletrônicos",266.7213,4,53.34426,1076.9312,"01/08/2019","17:12","Dinheiro",10.046,9
"809","559-61-5987","B","Mandalay","Normal","Feminino","Saúde e beleza",94.2525,1,4.712625,95.14,"1/14/2019","10:38","Dinheiro",0.8875,8.6
"810","189-55-2313","C","Naypyitaw","Normal","Feminino","Acessórios de moda",330.1758,10,165.0879,3332.848,"1/31/2019","10:33","Carteira eletrônica",31.09,6
"811","565-91-4567","B","Mandalay","Normal","Masculino","Saúde e beleza",57.0825,8,22.833,460.96,"3/15/2019","14:38","Carteira eletrônica",4.3,6.2
"812","380-60-5336","A","Yangon","Normal","Feminino","Acessórios eletrônicos",213.7806,10,106.8903,2157.936,"2/24/2019","18:06","Cartão de crédito",20.13,5
"813","815-04-6282","C","Naypyitaw","Membro","Feminino","Viagens e sports",344.9907,5,862.47675,1887.3785,"02/08/2019","12:52","Cartão de crédito",162.425,6.5
"814","674-56-6360","A","Yangon","Normal","Masculino","Acessórios eletrônicos",505.2465,1,252.62325,552.8215,"3/22/2019","14:00","Dinheiro",47.575,6
"815","778-34-2523","A","Yangon","Membro","Feminino","Acessórios eletrônicos",258.1722,8,103.26888,2084.8256,"1/24/2019","10:57","Dinheiro",19.448,5
"816","499-27-7781","B","Mandalay","Normal","Feminino","Acessórios de moda",282.5451,8,113.01804,2281.6448,"3/14/2019","16:45","Carteira eletrônica",21.284,5
"817","477-59-2456","C","Naypyitaw","Normal","Feminino","Acessórios de moda",241.2864,7,84.45024,1704.9088,"1/23/2019","11:15","Dinheiro",15.904,9.2
"818","832-51-6761","A","Yangon","Normal","Masculino","Acessórios de moda",179.9028,8,71.96112,1452.7744,"1/19/2019","20:29","Carteira eletrônica",13.552,9.6
"819","869-11-3082","B","Mandalay","Membro","Masculino","Saúde e beleza",510.6096,4,102.12192,2061.6704,"1/27/2019","20:03","Cartão de crédito",19.232,8.4
"820","190-59-3964","B","Mandalay","Membro","Masculino","Acessórios de moda",250.4196,5,62.6049,1263.888,"02/03/2019","14:35","Cartão de crédito",11.79,6
"821","366-43-6862","B","Mandalay","Normal","Masculino","Acessórios eletrônicos",280.8459,4,56.16918,1133.9616,"3/25/2019","16:32","Carteira eletrônica",10.578,6.7
"822","186-43-8965","A","Yangon","Membro","Feminino","Lar e estilo de vida",253.1808,2,25.31808,511.1296,"2/24/2019","10:10","Cartão de crédito",4.768,4.1
"823","784-21-9238","C","Naypyitaw","Membro","Masculino","Viagens e sports",54.0027,1,2.700135,54.5112,"02/07/2019","14:15","Dinheiro",0.5085,5.9
"824","276-75-6884","A","Yangon","Normal","Feminino","Saúde e beleza",364.8501,3,547.27515,1197.6153,"03/04/2019","10:05","Dinheiro",103.065,8.7
"825","109-86-4363","B","Mandalay","Membro","Feminino","Viagens e sports",319.0248,7,111.65868,2254.2016,"2/14/2019","11:36","Cartão de crédito",21.028,4.5
"826","569-76-2760","A","Yangon","Membro","Feminino","Viagens e sports",116.8731,4,23.37462,471.8944,"1/29/2019","18:15","Cartão de crédito",4.402,6.6
"827","222-42-0244","B","Mandalay","Membro","Feminino","Saúde e beleza",382.9041,9,1723.06845,3770.6319,"1/28/2019","13:53","Cartão de crédito",324.495,7.7
"828","760-53-9233","A","Yangon","Membro","Masculino","Acessórios de moda",219.1968,3,32.87952,663.7824,"3/26/2019","18:37","Cartão de crédito",6.192,8.5
"829","538-22-0304","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",344.8845,10,172.44225,3481.32,"3/24/2019","18:27","Dinheiro",32.475,5.2
"830","416-17-9926","A","Yangon","Membro","Feminino","Acessórios eletrônicos",394.1082,10,197.0541,3978.192,"01/01/2019","14:42","Cartão de crédito",37.11,4.3
"831","237-44-6163","A","Yangon","Normal","Masculino","Acessórios eletrônicos",56.0736,8,22.42944,452.8128,"1/24/2019","17:43","Dinheiro",4.224,7.6
"832","636-17-0325","B","Mandalay","Normal","Masculino","Saúde e beleza",332.2467,4,66.44934,1341.5008,"2/25/2019","18:37","Dinheiro",12.514,9.5
"833","343-75-9322","B","Mandalay","Membro","Feminino","Viagens e sports",62.9235,8,25.1694,508.128,"01/09/2019","16:34","Dinheiro",4.74,4.1
"834","528-14-9470","A","Yangon","Membro","Masculino","Saúde e beleza",484.803,1,24.24015,489.368,"2/14/2019","14:42","Carteira eletrônica",4.565,9.2
"835","427-45-9297","B","Mandalay","Membro","Feminino","Lar e estilo de vida",216.2763,7,756.96705,1656.4891,"03/12/2019","11:01","Carteira eletrônica",142.555,5.4
"836","807-34-3742","A","Yangon","Normal","Masculino","Acessórios de moda",278.1378,1,13.90689,280.7568,"3/26/2019","19:44","Dinheiro",2.619,5.8
"837","288-62-1085","A","Yangon","Membro","Masculino","Acessórios de moda",204.6474,5,51.16185,1032.872,"01/09/2019","13:34","Carteira eletrônica",9.635,5.6
"838","670-71-7306","B","Mandalay","Normal","Masculino","Viagens e sports",236.9853,6,71.09559,1435.3008,"01/02/2019","20:08","Cartão de crédito",13.389,5.1
